,Importance,Feature Name
0,0.0969766215344472,age
1,0.013891193053872842,anaemia
2,0.07757467225763667,creatinine_phosphokinase
3,0.011377508827877723,diabetes
4,0.1051359908154374,ejection_fraction
5,0.011165217776282689,high_blood_pressure
6,0.07940361202932492,platelets
7,0.1522218588250107,serum_creatinine
8,0.07257687671739566,serum_sodium
9,0.01500079651065753,sex
10,0.010555448192579362,smoking
11,0.35412020345947726,time
